Date,Business Name,Website,Emails,Verified Emails,Verification Status,Phone,Country,Status
2026-08-30,APPWRK IT Solutions,https://appwrk.com,"enquiry@appwrk.com, contact@appwrk.com",,invalid,+1.718.313.0706,,new
2026-08-25,"Award Winning Logo Design Sydney, Australia - Creatoâ¢",https://creato.com.au,"contact@creato.com.au, hello@company.com",contact@creato.com.au,catch_all,,,new
2026-08-13,DigitalOn,https://digitalon.com.au,"hello@digitalon.com.au, contact@digitalon.com.au","hello@digitalon.com.au, contact@digitalon.com.au",catch_all,,,emailed
2026-08-20,Jem Website Design,https://jemwebsitedesign.com.au,info@jemwebsitedesign.com.au,,unverified,,,new
2026-08-15,N Flame | Brisbane's Premier Business Coaching,https://nflame.com.au,hello@nflame.com.au,,unverified,,,new
2026-08-13,Realweb Website Design,https://realweb.com.au,admin@realweb.com.au,,unverified,891 5552,,new
2026-08-20,Three Steps Business,https://threestepsbusiness.com,hello@threestepsbusiness.com,hello@threestepsbusiness.com,catch_all,,,new
2026-08-20,Top Wollongong Web Design | Best Web Design Agencies in Wollongong,https://topwollongongwebdesign.com.au,"info@elevatorstudios.com.au, hello@voltagency.com.au, admin@cantydigital.com, hello@veloweb.com.au, hello@topwollongongwebdesign.com.au, info@leprdmedia.com.au, info@strangemarketing.com.au","hello@voltagency.com.au, admin@cantydigital.com, hello@veloweb.com.au, info@leprdmedia.com.au",catch_all,,,new
2026-08-13,WordPress Developer Sydney | Custom WordPress Web Design,https://uniwebau.com,info@uniwebau.com,info@uniwebau.com,valid,,,emailed
2026-09-02,Code Coast Digital,https://www.codecoastdigital.au,info@codecoastdigital.au,info@codecoastdigital.au,catch_all,202 0794,,new
2026-08-20,Elevator Studios: Innovative Web Design & Digital Marketing Solutions,https://www.elevatorstudios.com.au,info@elevatorstudios.com.au,,unverified,557 0006,,new
2026-09-02,Life Stylin’ | Beauty & Lifestyle Blog for the Modern Australian,https://www.lifestylin.com.au,"collab@lifestylin.com.au, hello@lifestylin.com.au",,unverified,567 8901,,new
2026-08-20,Web Design Wollongong | Love My Online Marketing,https://www.lovemyonlinemarketing.com,contact@lovemyonlinemarketing.com,contact@lovemyonlinemarketing.com,valid,"500 
 0480",,new
2026-08-15,Madweb,https://www.madweb.com.au,hello@madweb.com.au,hello@madweb.com.au,catch_all,500 0489,,emailed
2026-08-13,sitecentre®,https://www.sitecentre.com.au,"jonathan@sitecentre.com.au, hello@sitecentre.com.au, rana@sitecentre.com.au, alannah@sitecentre.com.au, deepanshu@sitecentre.com.au, support@sitecentre.com.au, mohit@sitecentre.com.au, brodey@sitecentre.com.au, lester@sitecentre.com.au, kristi@sitecentre.com.au, ji@sitecentre.com.au, ana@sitecentre.com.au","jonathan@sitecentre.com.au, hello@sitecentre.com.au, rana@sitecentre.com.au, alannah@sitecentre.com.au, deepanshu@sitecentre.com.au, support@sitecentre.com.au, mohit@sitecentre.com.au, brodey@sitecentre.com.au, lester@sitecentre.com.au, kristi@sitecentre.com.au, ji@sitecentre.com.au, ana@sitecentre.com.au",catch_all,,,emailed
2026-08-20,Voltagency,https://www.voltagency.com.au,"hello@voltagency.com.au, example@mysite.com",hello@voltagency.com.au,catch_all,,,new
2026-08-20,Wollongong Web Design,https://www.wollongongwebdesign.com.au,hello@wollongongwebdesign.com.au,,unverified,203 2642,,new
