Date,Business Name,Website,Emails,Verified Emails,Verification Status,Phone,Country,Status
2026-09-03,Cursive,https://cursive.works,hello@cursive.works,hello@cursive.works,valid,,,new
2026-08-26,DoveCreation UK,https://dovecreation.co.uk,hello@dovecreation.co.uk,,unverified,6643639,,new
2026-08-30,"Broadband, Home VoIP, Free Email, Web Hosting and Domains | Freeola",https://freeola.com,2a0e6f82eb8f46caa125cd68ecf0c94c@sentry.freeola.systems,,unverified,,,new
2026-08-15,"Logo, branding and graphic design services | ideahits",https://ideahits.co.uk,"quote@ideahits.co.uk, you@company.com",,unverified,417 5625,,new
2026-09-03,Web Design for Small Businesses | Jorvik Web Dev,https://jorvikweb.dev,"hello@jorvikweb.dev, you@yourbusiness.co.uk",hello@jorvikweb.dev,catch_all,,,new
2026-09-07,Smarter Sharing Limited,https://smartersharing.co.uk,info@smartersharing.co.uk,,unverified,5881818,,new
2026-09-03,Web Design & Digital Marketing Agency York | Status 218,https://status218.com,hello@status218.com,,invalid,"218
             
 
 
 
 
 
 
 
 
 
 0776",,new
2026-09-07,Synycsoft | Top Web Design & Marketing Agency,https://synycsoft.com,shoaib@synycsoft.com,,unverified,(745) 631 - 3070,,new
2026-08-14,UKAgencies.co.uk,https://ukagencies.co.uk,hello@ukagencies.co.uk,,invalid,,,new
2026-08-26,Bow House Digital,https://www.bowhouse.co.uk,hello@bowhouse.co.uk,,invalid,347 8219,,new
2026-08-14,Castlegate IT,https://www.castlegateit.co.uk,info@castlegateit.co.uk,info@castlegateit.co.uk,catch_all,904 6540,,emailed
2026-09-07,"Web Design, Development and SEO - explore webstore",https://www.explorewebstore.com,"admin@explorewebstore.com, support@exploresystem.com, admin@exploresystem.co.uk, anil1842001@yahoo.in","admin@explorewebstore.com, admin@exploresystem.co.uk",valid,274 5756,,new
2026-08-14,JDR Group: Marketing Agency in Derby | Digital Marketing Agency Derby,https://www.jdrgroup.co.uk,info@jdrgroup.co.uk,info@jdrgroup.co.uk,valid,5240332,,emailed
2026-08-15,Alpha | Digital Agency | Immersive & Engaging Websites,https://www.madebyalpha.co.uk,info@madebyalpha.co.uk,info@madebyalpha.co.uk,valid,937 5895,,emailed
2026-08-14,Outrank,https://www.outrank.co.uk,hello@outrank.co.uk,hello@outrank.co.uk,catch_all,3258200,,emailed
2026-08-14,Sortlist,https://www.sortlist.co.uk,"info@ajmarketing.io, info@intouchmena.com, jane.doe@acme.com, u003eadvertise@influasia.com, janedoe@acme.com","info@ajmarketing.io, info@intouchmena.com, u003eadvertise@influasia.com",catch_all,,,emailed
2026-08-26,Impulse,https://www.weareimpulse.com,hello@weareimpulse.com,hello@weareimpulse.com,catch_all,8032655,,new
2026-08-17,"Tenet: UI UX Design, Development & Growth Marketing Agency",https://www.wearetenet.com,hello@wearetenet.com,hello@wearetenet.com,catch_all,551 0094,,emailed
2026-08-26,Yorkshire Website Co.,https://www.yorkwebco.com,info@yorkwebco.com,,invalid,904 3750,,new
2026-08-15,"York Web Designers | Bespoke Website Design & Development in York, UK",https://yorkwebdesigners.co.uk,hello@yorkwebdesigners.co.uk,,invalid,,,new
