Date,Business Name,Website,Emails,Verified Emails,Verification Status,Phone,Country,Status
2026-08-13,AAMAX – AI-Powered Web Development & Digital Marketing Services,https://aamax.co,info@aamax.co,,unverified,,,new
2026-08-13,Enests,https://enests.co,info@enests.co,,invalid,,,new
2026-08-13,Find the Right Service Providers for Your Projects,https://feedbax.ai,"info@feedbax.de, info@andersenlab.de, info@feedbax.ai, kontakt@feedbax.de",info@andersenlab.de,valid,,,emailed
2026-08-15,Vind de juiste dienstverleners voor uw projecten,https://feedbax.nl,"info@andersenlab.de, info@feedbax.de, info@feedbax.nl, kontakt@feedbax.de","info@andersenlab.de, info@feedbax.de, kontakt@feedbax.de, info@feedbax.nl",valid,,,new
2026-08-13,ITProfiles,https://itprofiles.com,support@itprofiles.com,,unverified,,,new
2026-08-19,CMS & Headless Web Design Services for Scalable Websites,https://vnainfotech.framer.ai,"vnainfotechindia@gmail.com, your@company.com",vnainfotechindia@gmail.com,valid,1 8347312213,,new
2026-08-19,Webendly,https://webendly.com,fabiano@frascati.ch,,unverified,,,new
2026-08-14,AAM Consultants - Digital Marketing & Web Development Agency,https://www.aamconsultants.org,info@aamconsultants.org,,invalid,334-9955239,,new
2026-08-19,UI/UX & Web Design Agency Rotterdam | Daasign,https://www.daasign.io,info@daasign.io,,invalid,,,new
2026-08-19,Evers + de Gier | Branding & Digital Agency in Rotterdam,https://www.eversendegier.nl,"ferry@eversendegier.nl, mans@eversendegier.nl","ferry@eversendegier.nl, mans@eversendegier.nl",valid,,,new
2026-08-15,Hostingradar,https://www.hostingradar.io,info@hostingradar.nl,,unverified,,,new
2026-08-17,Global IT Staff Augmentation Services and outsourcing company 2026 | iCreativez,https://www.icreativez.com,hi@icreativez.com,,invalid,,,new
2026-08-22,Next Web Design,https://www.nextwebdesign.nl,partners@nextwebdesign.nl,partners@nextwebdesign.nl,valid,,,new
2026-08-14,Full-Service Digital Agency & Development Company | Nishkama TechX,https://www.nishkamatechx.com,"dhruvil.gandhi@nishkamatechx.com, you@company.com, divyanshu@nishkamatechx.com",,unverified,838 7110,,new
2026-08-15,Web Design Awards,https://www.webdesignawards.io,"you@studio.com, nominations@webdesignawards.io, partnerships@webdesignawards.io, support@webdesignawards.io","you@studio.com, nominations@webdesignawards.io, partnerships@webdesignawards.io, support@webdesignawards.io",catch_all,,,new
