Date,Business Name,Website,Emails,Verified Emails,Verification Status,Phone,Country,Status
2026-08-30,Aaron Knight,https://aaronknight.com.au,me@aaronknight.com.au,me@aaronknight.com.au,catch_all,317 3526,,new
2026-08-13,Semrush Agency Partners,https://agencies.semrush.com,"agencies@semrush.com, mail@semrush.com",,invalid,,,new
2026-08-30,Crux Digital,https://cruxdigital.com.au,"studio@pixelpier.com, rob@cruxdigital.com.au",rob@cruxdigital.com.au,valid,,,new
2026-08-13,Digital Nomads HQ,https://digitalnomadshq.com.au,hello@dnhq.com.au,hello@dnhq.com.au,valid,,,emailed
2026-08-30,Newcastle Website Design and SEO Experts,https://kazamcreative.com.au,hello@kazamcreative.com.au,hello@kazamcreative.com.au,valid,,,new
2026-08-30,Miguel Elester Design,https://medesigns.webflow.io,migg.elester@gmail.com,migg.elester@gmail.com,valid,,,new
2026-08-30,Naked Digital,https://nakeddigital.au,hello@nakeddigital.au,hello@nakeddigital.au,catch_all,,,new
2026-08-13,Nifty Websites Australia,https://niftywebsites.com.au,"info@niftywebsites.com.au, australiainfo@niftywebsites.com.au, derek@niftymarketing.com","info@niftywebsites.com.au, australiainfo@niftywebsites.com.au",catch_all,,,emailed
2026-08-30,OX,https://oxweb.dev,jane@organisation.com.au,jane@organisation.com.au,catch_all,,,new
2026-08-13,Webflow: The agentic web platform for modern businesses,https://webflow.com,"example@yourdomain.com, exemple@votredomaine.com",,unverified,,,new
2026-08-14,Website Designing Company in India | Best Web Design Services in USA & Dubai,https://www.cssfounder.com,"sales@cssfounder.com, info@promotedial.com, hr@cssfounder.com, prabhat@cssfounder.com, info@cssfounder.com, it@cssfounder.com","sales@cssfounder.com, hr@cssfounder.com, prabhat@cssfounder.com, info@cssfounder.com, it@cssfounder.com",catch_all,971 5291890,,emailed
2026-08-21,Full-Cycle Design & Development Company - Dreamx,https://www.dreamxweb.com,sale@dreamxweb.com,sale@dreamxweb.com,catch_all,,,new
2026-08-13,Edvido,https://www.edvido.com,info@edvido.com,info@edvido.com,catch_all,,,emailed
2026-08-15,Make My Website,https://www.makemywebsite.com.au,"info@makemywebsite.com.au, seo@makemywebsite.com.au","info@makemywebsite.com.au, seo@makemywebsite.com.au",valid,3007693,,new
