Date,Business Name,Website,Emails,Verified Emails,Verification Status,Phone,Country,Status
2026-08-13,Semrush Agency Partners,https://agencies.semrush.com,"agencies@semrush.com, mail@semrush.com",,invalid,,,new
2026-09-22,Logo Design London & Edinburgh | Creato Graphic Design Agency,https://creato.co.uk,"creatodesignuk@gmail.com, contact@creato.co.uk, email@domain.com","creatodesignuk@gmail.com, contact@creato.co.uk",valid,473 7366,,new
2026-08-17,Duck Design,https://duck.design,contact@duck.design,contact@duck.design,catch_all,+1 267 799 1800,,emailed
2026-08-17,ID Studio Web Design,https://idstudio.co.uk,"richmond@idstudio.co.uk, london@idstudio.co.uk","richmond@idstudio.co.uk, london@idstudio.co.uk",catch_all,908 4428,,emailed
2026-08-17,KIJO London,https://kijo.london,"hello@kijo.agency, hello@kijo.london","hello@kijo.agency, hello@kijo.london",valid,859 9580,,emailed
2026-08-17,KOTA,https://kota.co.uk,"hello@kota.co.uk, newbiz@kota.co.uk, careers@kota.co.uk","hello@kota.co.uk, newbiz@kota.co.uk, careers@kota.co.uk",valid,,,emailed
2026-08-15,Application & Software Development Company – Limeup,https://limeup.io,hello@limeup.io,hello@limeup.io,catch_all,807 8245,,emailed
2026-09-19,luminarybrands.co.uk,https://luminarybrands.co.uk,hello@luminarybrands.co.uk,hello@luminarybrands.co.uk,catch_all,4475371562,,new
2026-08-16,OneLittleWeb,https://onelittleweb.com,hello@onelittleweb.com,hello@onelittleweb.com,catch_all,+1 646 401 0020,,emailed
2026-09-19,London Web Design & Development Company | The UK Web Design Company Ltd - Web Designers Near Me | Web Design London | Web Design Agency London,https://the-web-design-company.co.uk,office@the-web-design-company.co.uk,,invalid,440 6295,,new
2026-09-22,Website Design London - Web Design Agency London - Think Digital,https://thinkdigital.design,info@thinkdigital.design,,invalid,576 4448,,new
2026-09-19,Yellowball,https://weareyellowball.com,hello@weareyellowball.com,,invalid,,,new
2026-08-17,CreativeWeb,https://www.cbwebsitedesign.co.uk,info@creativebranddesign.co.uk,,invalid,870 5794,,new
2026-08-17,Damteq,https://www.damteq.co.uk,"hello@damteq.co.uk, projects@damteq.co.uk","hello@damteq.co.uk, projects@damteq.co.uk",valid,329 5650,,emailed
2026-09-19,Lightflows,https://www.lightflows.co.uk,hello@lightflows.co.uk,hello@lightflows.co.uk,catch_all,,,new
2026-08-17,Lilo,https://www.lilo.co.uk,info@lilo.co.uk,,invalid,999 - 2025,,new
2026-08-17,LWDA . London Web Design Agency,https://www.londonwebdesignagency.com,"hello@lwda.co.uk, hello@devstars.co.uk, info@devstars.com, info@devstars.co.uk, info@devstars.je","hello@lwda.co.uk, hello@devstars.co.uk, info@devstars.co.uk, info@devstars.com, info@devstars.je",catch_all,297 7493,,emailed
2026-09-19,Web Design London,https://www.londonwebsitedesignservices.com,info@londonwebsitedesignservices.com,info@londonwebsitedesignservices.com,catch_all,208 0642,,new
2026-09-18,MX Web Design Wix Wordpress Experts UK,https://www.mxwebdesign.com,"hello@mxwebdesign.com, max@mxwebdesign.com","hello@mxwebdesign.com, max@mxwebdesign.com",valid,333 533 3636,,new
2026-09-19,Pixelbricks | London Web Design | Web Designer London UK,https://www.pixelbricksdesign.co.uk,hello@pixelbricksdesign.co.uk,,invalid,,,new
2026-09-19,Plug and Play,https://www.plugandplaydesign.co.uk,hello@plugandplaydesign.co.uk,hello@plugandplaydesign.co.uk,valid,203 0111,,new
2026-09-19,Ronins Creative Digital Agency,https://www.ronins.co.uk,hello@ronins.co.uk,hello@ronins.co.uk,valid,483 3991,,new
2026-09-19,Shoreditch Design - Creative Agency,https://www.shoreditchdesign.com,"hello@shoreditchdesignstudio.com, hello@shoreditchdesign.com","hello@shoreditchdesignstudio.com, hello@shoreditchdesign.com",valid,7440547,,new
2026-08-14,Sortlist,https://www.sortlist.co.uk,"info@ajmarketing.io, info@intouchmena.com, jane.doe@acme.com, u003eadvertise@influasia.com, janedoe@acme.com","info@ajmarketing.io, info@intouchmena.com, u003eadvertise@influasia.com",catch_all,,,emailed
2026-08-17,"Tenet: UI UX Design, Development & Growth Marketing Agency",https://www.wearetenet.com,hello@wearetenet.com,hello@wearetenet.com,catch_all,551 0094,,emailed
2026-08-20,Web Design London,https://www.web-designlondon.co.uk,"info@reactivegraphics.co.uk, projects@reactivegraphics.co.uk",,invalid,,,new
2026-08-19,Webpop Design,https://www.webpopdesign.com,"hello@webpopdesign.com, sales@webpopdesign.com","hello@webpopdesign.com, sales@webpopdesign.com",catch_all,998 3935,,emailed
