Date,Business Name,Website,Emails,Verified Emails,Verification Status,Phone,Country,Status
2026-08-13,Semrush Agency Partners,https://agencies.semrush.com,"agencies@semrush.com, mail@semrush.com",,invalid,,,new
2026-09-10,GC Web Design Plus,https://gcwebdesignplus.com,info@gcwebdesignplus.com,info@gcwebdesignplus.com,catch_all,,,new
2026-09-10,Joelle Studio,https://joelle.studio,"user@domain.com, hello@joelle.studio","user@domain.com, hello@joelle.studio",catch_all,,,new
2026-09-10,Red Kite Design,https://redkite.design,"albus.dumbledore@hogwarts.edu.au, info@redkite.design",info@redkite.design,catch_all,,,new
2026-08-30,RevenueBase | B2B Data Infrastructure to Grow Your Business,https://revenuebase.ai,sales@revenuebase.ai,sales@revenuebase.ai,catch_all,,,new
2026-08-13,Webflow: The agentic web platform for modern businesses,https://webflow.com,"example@yourdomain.com, exemple@votredomaine.com",,unverified,,,new
2026-08-20,workspacein.com,https://workspacein.com,info@workspacein.com,info@workspacein.com,catch_all,,,new
2026-09-10,Website Design & WordPress Development | Chillybin,https://www.chillybin.co,"streamline-icon-app-launch@128x128.svg, hello@chillybin.co, streamline-icon-lightning@128x128.svg",hello@chillybin.co,catch_all,667 7482,,new
2026-08-21,Full-Cycle Design & Development Company - Dreamx,https://www.dreamxweb.com,sale@dreamxweb.com,sale@dreamxweb.com,catch_all,,,new
2026-09-10,Here Agency | What's Next Starts Here,https://www.wearehere.digital,"kevin@wearehere.digital, lincoln@wearehere.digital","kevin@wearehere.digital, lincoln@wearehere.digital",valid,4014951,,new
